Aspartic Acid,HMDB00191,C00049,3845575,3660046,3515297,3692399,3911149,4115051,4337127,4318424,3841612,2961037,2969882,3395121,3625449,4782808,3850396,4550875,5200462,4098206,4013309,3290433,2637958,4097804,3230378,3616781,2384217,3570092,3595235,3831850,3442867,3323804,2871788,3824360,3004241,3180623,3945460,3421379,3175010,2758256,4104236,2196983,4154153,4422711,3741937,3466041,4028270,4173660,3935481,4493639,3865335,3576484,3354973,3600505,4525333,3436649,3731174,3377955,3902593,3766062,1854324,4534460,4129469,4075853,3620421,4289382,4182950,3535014,3255706,2833792,3649311,3063910,4279488,4036046
Homocysteine,HMDB00742,C00155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
S-Methylcysteine,HMDB02108,C22040,398181,394489,414439,367123,467170,406112,464544,363502,337844,404431,347779,305240,480667,497104,419694,447358,502191,442583,533706,342306,348703,503396,363053,426812,251403,296384,419912,356672,369455,338288,312786,343062,295288,341625,391896,325606,378650,343813,467596,214808,468093,440299,323950,329081,349786,371593,407191,389547,354448,299037,255478,342673,414622,298196,386152,343868,456619,347708,126115,428800,398025,475093,331679,396331,354387,300015,307716,254346,398394,350853,365819,407981
1-Methylnicotinamide,HMDB00699,C02918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyramine,HMDB00306,C00483,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4-Aminobenzoic Acid,HMDB01392,C00568,36274,34827,37780,N/A,5747,10207,63851,4770,8133,N/A,7183,29695,8937,34851,7593,37552,53755,38398,34886,37453,24370,25971,36790,46631,N/A,31585,30725,36716,4733,36970,31194,36921,9762,38535,12088,N/A,30805,6822,9843,4195,40679,12172,8992,10250,35695,21697,33563,29437,37079,42419,21612,40249,33590,34418,24043,N/A,33936,34307,N/A,34755,8013,29622,9551,32220,32104,51027,24371,27534,36815,22821,38061,16372
Trigonelline,HMDB00875,C01004,240156,192048,263821,337558,254689,291216,241772,199067,244840,256415,354814,377810,289138,322836,257297,256463,284121,192862,203901,85738,272616,217956,211097,225008,210221,138274,280364,241402,388237,217709,223861,154659,148118,158693,220759,89204,596647,263852,145405,79770,292483,232420,176729,208705,245570,293834,215889,391666,141258,230051,255594,169510,259698,202477,222040,377187,173633,267865,82010,206221,210054,442434,179265,192875,188844,389461,197107,158030,190773,190229,150648,195016
1-Methylimidazole Acetate,HMDB02820,C05828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Imidazole Propionate,HMDB02271,C20522,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spermidine,HMDB01257,C00315,2298766,3880237,5013776,2548366,3225905,2465504,7057461,2343410,2989274,3040478,2722513,4635792,3206827,2826978,3592794,6117869,5157062,4366363,5991549,2600944,3468564,2505969,2556260,4958216,2129948,1873025,2948732,5030493,2129436,3273278,3418245,4427763,2069915,4120802,3071532,2513011,4711490,2546006,3326399,2273922,4257689,2212774,2648070,2405679,3808657,2736147,3926046,3715154,3667213,3377353,3258215,2288992,3383493,3145418,4127576,3051368,5219376,4995066,1330095,2866985,2403647,2715266,2925072,2440381,3095573,3949325,4286392,2525369,4973803,4123801,3278069,5301895
4-Guanidinobutanoate,HMDB03464,C01035,4048979,4195190,3130996,6105813,6874527,3539649,4259511,4480013,3715346,4153060,4414502,6777947,2670248,6373033,4616132,6037430,10444477,4375607,3662594,3409811,4026403,6345500,3517839,3191711,3204146,4850751,7921921,3700994,5154543,6700921,4504999,7545280,5379144,4936947,4857986,5144405,4738623,5571114,4849718,7197937,5681304,6033921,6465732,5637341,8159009,9086148,5036757,6728101,5113308,5642237,5865401,4864091,6814013,6150258,6433560,7426482,5500119,4588550,4647096,5827890,4554789,6889054,4440689,6190243,6821294,4976315,5751760,4407695,4820263,6029277,6341920,6607754
Acetylcholine,HMDB00895,C01996,67461277,93898166,53446787,1589705,4375616,4721423,130049721,4063713,1688230,4603644,1323527,91824322,2504217,101198267,2156088,92632098,136498084,84591978,98336231,85270088,93855954,99785294,64516471,105537166,6056835,92776208,64210289,109231331,2556527,127837838,92263615,144303025,1657226,112346071,5448399,2256772,114710423,1063676,1025205,3987775,161619204,1609451,753493,2109708,95550943,109056559,102260755,140610313,116976744,71661552,67721549,99471192,109491998,111082722,116707555,940721,116698992,105446647,7525747,116176738,1828357,117547281,3424221,105564963,137146722,126921390,74827097,102195088,92682838,91659616,112169890,68095351
Glutamine,HMDB00641,C00064,66131291,57711636,89075025,63340139,101769830,72076335,102232647,55055340,76493293,70410583,47919271,77195960,93743493,86905091,83391750,94799065,89908492,71791197,81140016,65345952,50086177,76502568,69450538,73473072,47350701,61609562,82116938,74771165,57267051,63613795,63709617,62178210,44184443,69693627,74138434,52758440,59119052,45675298,74244093,38935573,90720807,88026468,65714291,77203298,77954004,78107822,85280985,81596893,61257391,61240961,55952285,72678950,83101454,59754766,80156129,78567581,62707759,88440310,27570227,78591647,73961542,78506889,66319661,67305343,60611455,60924889,51570927,52466922,74743590,68876242,67278553,76755257
Lysine,HMDB00182,C00047,45230156,26740252,44992936,36866424,59687787,36710814,39434485,34071265,47692434,44915875,27935952,58764170,51800135,62712548,40849075,35257013,51461863,30679792,51211599,29445060,32444321,45686827,26898693,37871059,20473334,17799022,48540233,49681066,30641349,38475398,33737131,18111267,15244882,24667916,38909998,17829246,43168187,13118522,29500225,22281767,56667503,49659774,31152619,38817138,24891689,51720321,47504105,58682639,17747953,30142419,22763995,31879943,41512559,41712799,58702775,50940599,42159262,41474794,14230274,28726974,43167483,57215473,27385872,27581288,35262933,33661614,31292440,30501829,50653196,45212758,22359410,35416719
Deoxycarnitine,HMDB01161,C01181,76229,90349,35855,123516,160797,56999,65883,91511,58775,64482,72200,150130,26016,142644,69692,142021,294186,88028,84014,66425,56890,122521,40198,47525,43590,92003,160855,59475,77547,105782,63157,161429,70748,80778,42886,43653,49558,81491,47789,149558,92976,93209,106722,82496,149352,162126,66257,101669,62697,87479,83019,59380,106216,104968,94578,137471,81927,71897,46367,92969,21308,117191,39358,117967,100378,51161,83847,53823,51904,93151,97257,113080
Glutamic acid,HMDB0000148,C00025,32476276,34268728,32747783,30470544,27141343,33854751,38096766,35707863,33480482,29677932,33275790,30492926,34699663,31408131,38311888,34933347,40584285,32175779,37466595,30191409,24359141,28986125,29118379,34258476,24493036,32490989,29612759,32075436,34583358,32511167,28887467,35334048,33738583,30076992,34485047,38256441,26847582,37720561,38733358,24278610,33425196,39298764,31489242,25370979,35398503,27958494,29204179,34619092,36651304,35884545,29647653,32897179,34777834,31793538,24667228,25876447,30711217,30233615,13723215,30410313,31627349,28827355,34641694,29304885,35182760,28867845,26684395,19292882,34198629,23347653,35033383,31974729
Methionine,HMDB00696,C00073,402681,361597,355759,402831,378659,327955,396641,237340,330044,327039,348960,349768,319574,437020,323437,389544,385178,337740,359877,240335,291002,288701,296645,351517,225788,222155,400083,374769,284461,273101,317083,284343,246575,274868,294794,245484,245844,240764,292844,117216,346619,258027,326349,299432,319831,318505,276445,285490,287032,335482,249427,245552,361541,299271,270840,349526,299388,343007,83915,277488,283193,350410,210443,256973,322535,212633,269761,226452,288041,231657,317768,344055
Guanine,HMDB00132,C00242,1945335,2014412,1592541,1749782,1593833,1202296,1754654,1003545,1250528,1307273,1459411,1340241,1600790,2271696,1197016,1842844,2859366,1998980,2105855,1382635,1167133,1408667,1560122,1752540,980057,1198517,2100025,1510647,1482237,1349490,1400254,1460210,887953,1399295,2150181,1152151,1193294,1283010,1474305,819870,2309982,1443220,1700714,1508599,1216903,2231170,1791759,1467683,1351717,1153097,930530,1628842,2029292,1650081,1495171,1696899,1388319,1645294,451606,1746351,1334113,2092598,1564922,1478648,1130305,1189539,1219383,1380155,1452468,1269420,1730692,1857743
Cystamine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Histidine,HMDB00177,C00135,301779374,295064789,391622762,149319430,165621908,165338126,379088420,124479535,138635565,148778916,135859809,322579732,185270359,344687828,161443816,316416938,440114925,319799680,399147974,270832899,243813081,210101413,315298130,367732803,113852062,250023012,317377014,363488400,128716766,294259756,288414482,243388213,123075554,282109714,179632544,123085482,270437717,141512166,160942897,72380630,391443856,149391155,111416333,128623821,329759607,296240896,407794790,333776483,331798398,280569125,215578618,367062948,315110454,296383022,250894775,125040479,364335908,356826811,51867413,300730880,117449766,308907771,136028214,262088932,337563379,269334564,252676922,294927889,365502907,186505837,302616487,274179244
Serotonin,HMDB00259,C00780,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tryptamine,HMDB00303,C00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carnitine,HMDB00062,C00487,18072827,24939536,21247204,29554833,25220728,21683521,29670122,27433748,24776637,19475952,23705011,29086070,15055168,23347400,24493101,32081270,33509218,28159462,20037427,21186111,18845574,30258816,23702345,22812836,19908861,25929688,28697129,22541803,21569868,27511488,17842051,31760505,30605559,26019678,20102633,24541141,22747285,27315074,28951816,21715569,15995281,23808743,27346319,16093823,37670902,32086955,22324700,25882767,27278021,29222853,29743933,26348841,30375403,25685608,22504904,30340857,24644484,17579514,11194902,30388605,20790333,28049599,20064267,34220070,29925049,20100343,22682262,16807837,20851159,17066128,36612419,29333564
Phenylalanine,HMDB00159,C00079,2123497,2160315,2556499,2297572,2104459,2548590,3002537,2129982,2407619,2203186,1927316,2157650,3156658,2614419,2508321,2097447,2284257,1932551,3199897,2204454,1699007,2068041,2289434,2440918,1335923,1937199,2084000,2435556,1932481,2057477,2039160,1490365,1985430,2110175,2134005,1795903,2075769,1706510,2600236,1106215,2444473,2406320,1676395,1662881,1549834,1555544,2395083,1844432,2182296,1986089,1349293,2075026,1787641,1788875,1625637,1393500,2603035,2108202,699500,1565503,2454998,1976986,2095981,1959274,1948606,1553513,1582762,1453423,2293038,1297071,1601988,1699834
Methionine Sulfoxide,HMDB02005,C02989,23840522,32646997,28915502,36607078,36341030,32124431,42089429,23258649,37289226,25791249,41879660,34789395,30997972,34355329,28643417,35488581,27996138,40236878,33446193,28037481,25210846,9564417,41069507,34192375,22557999,15340360,30999222,43578255,21972094,39195563,34793367,18452513,27417575,39603969,27337697,31086503,24742143,34171864,49778630,7748110,47361099,24147434,13884350,25756682,29759883,23639373,36803534,31156417,34802624,19605024,18658644,30508943,21871002,22675440,21976210,21938844,48151744,33555567,3876739,33336044,30904090,34582404,23158934,17810427,40223047,18325783,25907710,28809378,36110277,18019442,21769256,18435328
7-Methylguanine,HMDB00897,C02242,104734,87337,93371,95090,84245,106101,153334,141845,74693,71583,87374,93715,94451,80761,102694,92827,205981,107408,121874,95612,90992,133710,68828,124951,55285,96444,75486,106908,84240,110708,85989,115487,109055,93335,111221,99810,104318,96274,88708,83066,103635,90601,86327,71515,97199,95775,86354,118351,88283,88731,76021,86999,78332,126144,86312,71694,101861,88206,48361,94028,80665,80800,93656,88984,126504,115569,93725,74108,108686,67476,91354,99475
Normetanephrine,HMDB00819,C05589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Taurocyamine,HMDB03584,C01959,187833,141172,166569,141399,189740,156936,122943,148695,160485,151649,137108,137223,159528,151589,156953,147007,143356,144697,181615,161976,169133,153973,159784,160499,162624,152568,140940,154613,134593,152696,134154,133245,142870,151784,140542,180045,139879,144107,152482,141725,155556,140652,146990,148200,131695,141706,145435,113617,141448,119961,126937,129694,134822,159930,174197,141170,134906,141667,149463,154829,142624,120973,145493,126138,131579,154828,141094,138859,155510,131358,124118,136569
Pyridoxamine,HMDB01431,C00534,175302,163454,172383,140913,206543,217407,205070,151412,197392,129634,138706,179777,126671,179142,202198,254667,274769,256898,158195,179345,120139,192831,159801,206553,140560,191065,178915,181559,158837,205777,175963,264532,209869,159103,151953,196043,227432,138484,158442,125022,178121,185216,154522,127093,188271,183690,200889,192329,217811,157006,146380,216727,150504,181436,144050,160030,181386,218214,107391,235666,207501,177641,162673,163588,161402,264684,165907,159191,179369,140934,179215,245236
1/3-Methylhistidine,HMDB00001,C01152,611057,1380468,752824,1074447,1148974,705527,971607,590975,469340,697361,851821,1062327,809390,887982,1046897,1305528,1785711,923246,567070,237475,668177,888060,681423,832588,715032,1153367,1170074,734703,521982,1044259,864824,1134262,781100,574929,840179,885625,759214,1269117,1122501,570024,650434,664088,959693,330098,1322968,1255834,1059113,942784,911186,1241363,900776,898683,1617657,689490,454844,931170,801024,1329762,177571,1309714,610217,1318884,316581,1329151,1012754,491343,810283,724373,630943,450244,1609174,992842
Norepinephrine,HMDB00216,C00547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
n-Glycylproline,HMDB00721,N/A,96418,81290,104694,73694,64908,63726,112257,65330,61340,66530,58372,80167,82203,79364,66308,84020,140649,93469,102460,73869,70370,83621,78095,94023,44720,81194,81767,108253,57723,85467,88664,82038,66881,92683,83172,56596,76060,61345,84131,47793,84923,73901,72051,52596,84938,66628,94151,62276,97038,72397,80557,77648,83709,80151,53386,61808,82125,88623,31288,74217,45890,88589,69984,72384,93572,71236,58956,63681,96563,55969,86787,88497
Arginine,HMDB00517,C00062,134434297,115717427,160183981,112407455,130920561,117317928,140748039,117587978,126838642,137519121,128766933,150376191,140051876,142192348,139883677,134737352,171512767,113766615,172693545,115208741,102088355,114999687,127960635,146386978,77305601,95106132,130185648,150533259,128171884,114658219,133610007,102113765,92696718,115061318,110828137,108459092,124086754,119748056,111433866,68976844,147444054,129942481,101558317,97872383,123368252,126135760,129201091,157361466,113946417,118732252,107131157,116388557,128149049,126782228,128032728,128099527,125199966,145913866,48426483,104785685,144751313,134608943,110597845,102402268,120728200,119443533,107828188,100327203,167790814,105588277,107972737,134719135
N-Acetylornithine,HMDB03357,C00437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cotinine,HMDB01046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cysteinyl-Glycine (Cys-Gly),HMDB0000078,C01419,40508,45272,56390,47422,48467,56740,68759,57430,66317,51334,45338,42214,75070,59039,75812,60683,69478,52063,58779,44598,37607,38091,47718,59945,37631,47697,54140,47934,60394,66255,49860,58265,54858,50352,65526,52166,47244,62258,95068,38388,62159,73597,50283,52717,64239,57447,60053,65456,64157,51893,31059,69047,59544,53998,42462,39283,65688,56748,21548,49165,53051,54875,59776,61104,66658,47592,47821,42018,62206,40997,68301,59709
Gluconolactone,HMDB00150,C00198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glucosamine,HMDB0001514,C00329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Theobromine,HMDB02825,C07480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"1,7-Dimethylxanthine",HMDB01860,C13747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrosine,HMDB00158,C00082,3071185,3557308,3587978,3548275,4465740,3396964,4017802,2969898,3484872,3457827,3244221,3360527,4121668,4656344,3597234,4057767,4274761,4117790,4748777,3138753,2872220,3932559,3177270,3579002,2270176,2715353,4130489,3489461,2964671,3136127,3070236,3070282,2795967,2887227,3361097,2808311,3100259,2938580,3926496,2150226,3807383,3675425,3209655,3018250,2970486,3406926,3332167,3445285,3101480,2567144,2064710,3234244,3641898,3029003,3277456,3264282,3981311,3307791,1253310,3638387,3506216,3778166,3451050,3452262,3403201,2782315,2655488,2152570,3563386,3089742,3127980,3915571
Epinephrine,HMDB00068,C00788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Se-Methylselenocysteine,HMDB04113,C05689,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phosphorylcholine,HMDB01565,C00588,2708764,4221823,2790534,2218563,1120070,5151172,4112054,4196097,3995230,3350295,2845390,2000687,2826815,2051695,4507129,2712857,4608619,3458838,2679214,2850384,3152979,1667875,4407693,3898254,2235504,3526363,1845685,3192244,4366307,3924929,3439985,4296179,5830255,4435515,6916993,3869592,4757624,6552442,5359737,3589600,3317603,3964597,2630361,905668,4918312,981004,3800775,3279075,7005860,6722844,3321669,4898493,2520515,3619233,1252120,1683085,4519103,3242548,1020508,3345641,3694089,2031573,4581206,3948144,5749293,4887354,2349278,2617649,2949267,968342,5811017,2942859
N6-Acetyl-Lysine,HMDB00206,C02727,169168,144413,193520,171785,191415,171152,148115,191886,189915,145790,150057,174702,162445,185628,267223,161596,213081,156914,158761,136859,149679,190553,97612,132559,137250,107043,178891,182239,126316,118270,117234,98603,90603,91316,110287,80476,108118,75655,134174,123028,166415,176062,194889,190730,98579,175677,77411,128556,70963,99480,79766,121859,171427,138854,165481,175083,91432,91092,82447,108465,158108,153538,90968,159535,128782,89805,104123,72120,122685,123900,100449,124624
Homoarginine,HMDB00670,C01924,190423,137794,188362,163994,224523,141343,208299,245615,281654,182464,227541,334094,95143,235933,174911,307730,253957,168535,182829,61091,214412,194770,244469,137455,60234,95368,183158,263315,351308,141301,138048,151376,112091,150017,176465,74452,448179,261034,205425,66574,248012,168182,137702,90453,276397,228640,130226,418215,172992,168219,145878,200009,171805,317246,267060,149766,346848,152145,24441,227673,116354,129764,74390,190973,380224,260344,226192,131662,348987,89343,129638,149182
N6-Trimethyllysine,HMDB01325,C03793,4004079,2962877,4683908,4857042,4270398,3266493,5257556,6408818,6845258,4724962,5741152,8069756,2863313,6034743,4176747,7446282,6133020,4712840,4176202,2163672,3841535,3221152,5847052,3078945,1765112,1974342,4736212,6142453,8150485,4027565,2810522,3474805,3207398,4361882,4107396,2054920,10568784,6820038,5665634,2103606,6082112,4075084,4156725,2025685,7576101,4710754,4434162,10038213,5678771,4826007,3962477,5981595,5328168,9159334,6602703,4865802,7684030,4895686,1075219,5696339,4157608,5467528,2841218,6128987,11061917,4839315,6517371,3209885,8044651,3385176,3022419,4761005
Homocitrulline,HMDB00679,C02427,25290,30840,51484,26151,68402,27478,24059,43563,50289,41037,38683,40718,59925,57303,51829,35969,31863,63798,42330,31449,26087,36514,35116,24548,36063,17763,63301,53010,51716,24146,27886,36081,29587,38679,55978,32572,46022,21006,56448,24858,54436,47804,39772,60869,38796,50408,32067,48824,28674,40807,22137,30056,58070,51257,40144,46067,31056,46597,16315,21158,50064,63724,23542,23919,25484,19461,41038,23033,51547,44032,41717,37520
